Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
238	:	1778362714.335	   266.368	0	44337	0	0	Rscript run_model.R 238 4 1040 1
239	:	1778362731.169	   265.382	0	19428	0	0	Rscript run_model.R 239 4 1040 2.5
240	:	1778362749.869	   261.404	0	19428	0	0	Rscript run_model.R 240 7 1040 2.5
241	:	1778362793.207	   254.652	0	27482	0	0	Rscript run_model.R 241 4 400 2
242	:	1778362812.541	   257.744	0	23815	0	0	Rscript run_model.R 242 4 880 2
243	:	1778362826.922	   258.617	0	23814	0	0	Rscript run_model.R 243 7 880 2
244	:	1778362884.269	   262.417	0	52945	0	0	Rscript run_model.R 244 7 880 0.5
245	:	1778362910.603	   260.959	0	23547	0	0	Rscript run_model.R 245 4 1200 2
246	:	1778362926.167	   260.839	0	23547	0	0	Rscript run_model.R 246 7 1200 2
247	:	1778362957.175	   268.627	0	54840	0	0	Rscript run_model.R 247 7 1200 0.5
248	:	1778362980.710	   266.667	0	55957	0	0	Rscript run_model.R 248 7 720 0.5
249	:	1778362996.558	   260.580	0	31625	0	0	Rscript run_model.R 249 2 1040 1.5
250	:	1778363011.283	   260.597	0	15357	0	0	Rscript run_model.R 250 2 1040 3
251	:	1778363047.867	   253.592	0	16059	0	0	Rscript run_model.R 251 2 560 3
252	:	1778363070.296	   253.349	0	16059	0	0	Rscript run_model.R 252 5 560 3
253	:	1778363085.545	   256.280	0	43893	0	0	Rscript run_model.R 253 5 880 1
254	:	1778363146.693	   243.008	0	43893	0	0	Rscript run_model.R 254 2 880 1
255	:	1778363171.568	   235.612	0	45223	0	0	Rscript run_model.R 255 2 400 1
256	:	1778363187.098	   229.497	0	21939	0	0	Rscript run_model.R 256 2 400 2.5
